,Participant_ID,Trial,TargetPos,StimulusPos,Head_Position,Head_Rotation,Real2VirtHandDiff,ProprioceptiveVal,Target2StimDiff,Response,Answer,pRealHandAhead,JND,Bias,Experiment,RealHandPos,StartZone
202,vis_331a150c14,1,0.332,0.357,-0.187,350.873,0.544,0.025,0.024999999999999967, 1st,1.0,1.0,-19.352221710401302,-19.49732315855661,Vis,,
203,vis_331a150c14,1,0.132,0.082,-0.2,354.47,0.28200000000000003,-0.05,0.05, 2nd,2.0,0.6425670976096947,-41.82718587964666,19.937204838039648,Vis,,
204,vis_331a150c14,1,0.132,0.107,-0.211,349.033,0.318,-0.025,0.02500000000000001, 2nd,2.0,0.6425670976096947,-41.82718587964666,19.937204838039648,Vis,,
205,vis_331a150c14,1,0.332,0.307,-0.212,355.911,0.519,-0.025,0.025000000000000022, 2nd,2.0,0.6425670976096947,-19.352221710401302,-19.49732315855661,Vis,,
206,vis_331a150c14,1,0.532,0.557,-0.235,354.49,0.792,0.025,0.025000000000000022, 1st,1.0,1.0,-22.42737369921579,-14.512431242554177,Vis,,
207,vis_331a150c14,1,0.532,0.432,-0.197,353.002,0.629,-0.1,0.10000000000000003, 2nd,2.0,0.6425670976096947,-22.42737369921579,-14.512431242554177,Vis,,
208,vis_331a150c14,1,0.532,0.582,-0.223,356.465,0.8049999999999999,0.05,0.04999999999999993, 1st,1.0,1.0,-22.42737369921579,-14.512431242554177,Vis,,
209,vis_331a150c14,1,0.332,0.382,-0.217,357.436,0.599,0.05,0.04999999999999999, 1st,1.0,1.0,-19.352221710401302,-19.49732315855661,Vis,,
210,vis_331a150c14,2,0.332,0.432,-0.218,352.626,0.65,0.1,0.09999999999999998, 1st,1.0,1.0,-19.352221710401302,-19.49732315855661,Vis,,
211,vis_5f08497baa,1,0.532,0.582,-0.236,1.231,0.818,-0.05,0.04999999999999993, 1st,1.0,0.6425670976096947,36.7245028157208,-12.176994605309362,Vis,,
212,vis_5f08497baa,0,0.532,0.582,-0.216,358.865,0.7979999999999999,0.05,0.04999999999999993, 1st,1.0,1.0,36.7245028157208,-12.176994605309362,Vis,,
213,vis_5f08497baa,2,0.132,0.132,-0.218,358.433,0.35,0.0,0.0, 1st,0.0,0.0,-33.4602925095104,15.238509887161314,Vis,,
214,vis_5f08497baa,3,0.532,0.532,-0.222,0.587,0.754,0.0,0.0, 2nd,0.0,0.0,36.7245028157208,-12.176994605309362,Vis,,
215,vis_5f08497baa,4,0.132,0.032,-0.219,359.805,0.251,-0.1,0.1, 2nd,2.0,0.6425670976096947,-33.4602925095104,15.238509887161314,Vis,,
216,vis_5f08497baa,5,0.132,0.032,-0.239,0.499,0.271,-0.05,0.1, 2nd,2.0,0.6425670976096947,-33.4602925095104,15.238509887161314,Vis,,
217,vis_5f08497baa,6,0.332,0.232,-0.222,1.318,0.454,-0.1,0.1, 2nd,2.0,0.6425670976096947,20.04692104969342,18.92028564982907,Vis,,
218,vis_5f08497baa,7,0.332,0.332,-0.238,3.756,0.5700000000000001,0.0,0.0, 1st,0.0,0.0,20.04692104969342,18.92028564982907,Vis,,
219,vis_5f08497baa,8,0.132,0.107,-0.239,2.052,0.346,-0.025,0.02500000000000001, 2nd,2.0,0.6425670976096947,-33.4602925095104,15.238509887161314,Vis,,
220,vis_5f08497baa,9,0.332,0.432,-0.231,4.022,0.663,0.1,0.09999999999999998, 1st,1.0,1.0,20.04692104969342,18.92028564982907,Vis,,
221,vis_5f08497baa,1,0.532,0.632,-0.231,2.428,0.863,0.1,0.09999999999999998, 1st,1.0,1.0,36.7245028157208,-12.176994605309362,Vis,,
222,vis_5f08497baa,1,0.132,0.232,-0.233,5.788,0.465,0.1,0.1, 1st,1.0,1.0,-33.4602925095104,15.238509887161314,Vis,,
223,vis_5f08497baa,1,0.532,0.507,-0.221,1.619,0.728,-0.025,0.025000000000000022, 2nd,2.0,0.6425670976096947,36.7245028157208,-12.176994605309362,Vis,,
224,vis_5f08497baa,1,0.132,0.157,-0.219,359.667,0.376,0.025,0.024999999999999994, 1st,1.0,1.0,-33.4602925095104,15.238509887161314,Vis,,
225,vis_5f08497baa,1,0.532,0.557,-0.217,359.824,0.774,0.025,0.025000000000000022, 1st,1.0,1.0,36.7245028157208,-12.176994605309362,Vis,,
226,vis_5f08497baa,1,0.132,0.182,-0.221,2.088,0.403,0.05,0.04999999999999999, 1st,1.0,1.0,-33.4602925095104,15.238509887161314,Vis,,
227,vis_5f08497baa,1,0.332,0.307,-0.216,0.44,0.523,-0.025,0.025000000000000022, 2nd,2.0,0.6425670976096947,20.04692104969342,18.92028564982907,Vis,,
228,vis_5f08497baa,1,0.532,0.482,-0.216,0.756,0.698,-0.05,0.050000000000000044, 2nd,2.0,0.6425670976096947,36.7245028157208,-12.176994605309362,Vis,,
229,vis_5f08497baa,1,0.332,0.382,-0.217,359.309,0.599,0.05,0.04999999999999999, 1st,1.0,1.0,20.04692104969342,18.92028564982907,Vis,,
230,vis_5f08497baa,1,0.532,0.432,-0.216,0.115,0.648,-0.1,0.10000000000000003, 2nd,2.0,0.6425670976096947,36.7245028157208,-12.176994605309362,Vis,,
231,vis_5f08497baa,2,0.332,0.357,-0.218,358.998,0.575,0.025,0.024999999999999967, 1st,1.0,1.0,20.04692104969342,18.92028564982907,Vis,,
232,vis_d55f5603f6,0,0.532,0.532,-0.478,356.931,1.01,0.0,0.0, 2nd,0.0,0.0,47.61471641528567,29.643657553629527,Vis,,
233,vis_d55f5603f6,1,0.532,0.532,-0.474,359.805,1.006,-0.05,0.0, 2nd,2.0,0.6425670976096947,47.61471641528567,29.643657553629527,Vis,,
234,vis_d55f5603f6,2,0.332,0.382,-0.476,358.488,0.858,0.05,0.04999999999999999, 1st,1.0,1.0,51.07056321397041,-11.568134220964392,Vis,,
235,vis_d55f5603f6,3,0.532,0.507,-0.475,359.429,0.982,-0.025,0.025000000000000022, 2nd,2.0,0.6425670976096947,47.61471641528567,29.643657553629527,Vis,,
236,vis_d55f5603f6,4,0.532,0.432,-0.48,0.95,0.9119999999999999,-0.1,0.10000000000000003, 2nd,2.0,0.6425670976096947,47.61471641528567,29.643657553629527,Vis,,
237,vis_d55f5603f6,5,0.132,0.157,-0.474,0.264,0.631,0.025,0.024999999999999994, 1st,1.0,1.0,46.18387082954404,1.2633254080544285,Vis,,
